"TYPE_CODE","MANUFACTURER","MODEL","ENGINE_TYPE"
"CP30","BINDER (1)","CP-301 Smaragd","Piston"
"CP30","BINDER (1)","Smaragd","Piston"
"AS25","BINDER (2)","ASH-25EB","Piston"
"AS25","BINDER (2)","EB-28","Piston"
"EB29","BINDER (2)","EB-29","Piston"
"EB29","BINDER (2)","EB-29D","Piston"
"E29E","BINDER (2)","EB-29DE","Electric"
"ETA","BINDER (2)","Eta","Piston"
"BU33","BITZ","Bü-133 Jungmeister","Piston"
"BU33","BITZ","Jungmeister","Piston"
"SWOR","BLACKBURN","Swordfish","Piston"
"PRIM","BLACKSHAPE","Bk-100 Prime","Piston"
"PRIM","BLACKSHAPE","Prime","Piston"
"GABR","BLACKSHAPE","Bk-160 Gabriel","Piston"
"GABR","BLACKSHAPE","BS-115 Gabriel","Piston"
"GABR","BLACKSHAPE","Gabriel","Piston"
"BW60","BLACKWING","BW-600","Piston"
"BW6T","BLACKWING","BW-635","Piston"
"BL11","BLERIOT","11","Piston"
"BL11","BLERIOT","11 Replica","Piston"
"EZFL","BLUE YONDER","E-Z Flyer","Piston"
"EZHV","BLUE YONDER","E-Z Harvard","Piston"
"EZKC","BLUE YONDER","E-Z King Cobra","Piston"
"MAME","BLUE YONDER","Merlin","Piston"
"EZFT","BLUE YONDER","Twin E-Z Flyer","Piston"
"ST75","BOEING","75 Kaydet","Piston"
"B701","BOEING","707-100","Jet"
"B703","BOEING","707-300","Jet"
"B712","BOEING","717-200","Jet"
"B712","BOEING","717-200 Business Express","Jet"
"B720","BOEING","720","Jet"
"B721","BOEING","727-100","Jet"
"R721","BOEING","727-100RE Super 27","Jet"
"B722","BOEING","727-200","Jet"
"B78X","BOEING","787-10 Dreamliner","Jet"
"R722","BOEING","727-200RE Super 27","Jet"
"B732","BOEING","737-200","Jet"
"B732","BOEING","737-200 Surveiller","Jet"
"B733","BOEING","737-300","Jet"
"B734","BOEING","737-400","Jet"
"B735","BOEING","737-500","Jet"
"B736","BOEING","737-600","Jet"
"B737","BOEING","737-700","Jet"
"B737","BOEING","737-700 BBJ","Jet"
"E737","BOEING","737-700 Wedgetail","Jet"
"B738","BOEING","737-800","Jet"
"B738","BOEING","737-800 BBJ2","Jet"
"B739","BOEING","737-900","Jet"
"B739","BOEING","737-900 BBJ3","Jet"
"B741","BOEING","747-100","Jet"
"B742","BOEING","747-200","Jet"
"B743","BOEING","747-300","Jet"
"BLCF","BOEING","747-400LCF Dreamlifter","Jet"
"B74S","BOEING","747SP","Jet"
"B74R","BOEING","747SR","Jet"
"B752","BOEING","757-200","Jet"
"B753","BOEING","757-300","Jet"
"B762","BOEING","767-200","Jet"
"B763","BOEING","767-300","Jet"
"B764","BOEING","767-400","Jet"
"B772","BOEING","777-200","Jet"
"B772","BOEING","777-200ER","Jet"
"B77L","BOEING","777-200LR","Jet"
"B773","BOEING","777-300","Jet"
"B77W","BOEING","777-300ER","Jet"
"B788","BOEING","787-8 Dreamliner","Jet"
"B789","BOEING","787-9 Dreamliner","Jet"
"H64","BOEING","AH-64 Longbow Apache","Turboprop/Turboshaft"
"HAR","BOEING","AV-8 Harrier","Jet"
"B17","BOEING","B-17 Flying Fortress","Piston"
"B29","BOEING","B-29 Superfortress","Piston"
"B52","BOEING","B-52 Stratofortress","Jet"
"B738","BOEING","BBJ2","Jet"
"B739","BOEING","BBJ3","Jet"
"B712","BOEING","Business Express","Jet"
"C17","BOEING","C-17 Globemaster 3","Jet"
"B703","BOEING","C-18","Jet"
"B721","BOEING","C-22","Jet"
"B752","BOEING","C-32","Jet"
"B737","BOEING","C-40","Jet"
"B737","BOEING","C-40 Clipper","Jet"
"C97","BOEING","C-97 Stratofreighter","Piston"
"K35R","BOEING","C-135FR Stratotanker","Jet"
"B703","BOEING","C-137","Jet"
"H47","BOEING","CH-47 Chinook","Turboprop/Turboshaft"
"H47","BOEING","Chinook","Turboprop/Turboshaft"
"B737","BOEING","Clipper","Jet"
"B732","BOEING","CT-43","Jet"
"H500","BOEING","Defender","Turboprop/Turboshaft"
"B77L","BOEING","777-F","Jet"
"C135","BOEING","NC-135","Jet"
"R135","BOEING","TC-135","Jet"
"BLCF","BOEING","Dreamlifter","Jet"
"B788","BOEING","Dreamliner (Srs.8)","Jet"
"B789","BOEING","Dreamliner (Srs.9)","Jet"
"E3CF","BOEING","E-3A (CFM56) Sentry","Jet"
"E3TF","BOEING","E-3A (TF33) Sentry","Jet"
"E3TF","BOEING","E-3B Sentry","Jet"
"E3TF","BOEING","E-3C Sentry","Jet"
"E3CF","BOEING","E-3D Sentry","Jet"
"E3CF","BOEING","E-3F Sentry","Jet"
"B742","BOEING","E-4","Jet"
"E6","BOEING","E-6 Mercury","Jet"
"B703","BOEING","E-8 J-Stars","Jet"
"E767","BOEING","E-767","Jet"
"F15","BOEING","Eagle","Jet"
"B703","BOEING","EC-18","Jet"
"B703","BOEING","EC-137","Jet"
"EXPL","BOEING","Explorer","Turboprop/Turboshaft"
"F15","BOEING","F-15 Eagle","Jet"
"F15","BOEING","F-15 Ra'am","Jet"
"B17","BOEING","Flying Fortress","Piston"
"C17","BOEING","Globemaster 3","Jet"
"F18H","BOEING","FA-18D Hornet","Jet"
"B52","BOEING","Stratofortress","Jet"
"C97","BOEING","Stratofreighter","Piston"
"K35R","BOEING","Stratotanker (CFM56 engines)","Jet"
"K35E","BOEING","Stratotanker (TF33 engines)","Jet"
"R721","BOEING","Super 27 (100)","Jet"
"R722","BOEING","Super 27 (200)","Jet"
"B29","BOEING","Superfortress","Piston"
"B732","BOEING","Surveiller","Jet"
"HAWK","BOEING","T-45 Goshawk","Jet"
"B742","BOEING","VC-25","Jet"
"B732","BOEING","VC-96","Jet"
"E737","BOEING","Wedgetail","Jet"
"F18H","BOEING","Hornet","Jet"
"F18H","BOEING","FA-18C Hornet","Jet"
"HAWK","BOEING","Goshawk","Jet"
"HAR","BOEING","Harrier","Jet"
"H47","BOEING","HH-47","Turboprop/Turboshaft"
"E3TF","BOEING","JE-3 Sentry","Jet"
"B703","BOEING","J-Stars","Jet"
"ST75","BOEING","Kaydet","Piston"
"K35E","BOEING","KC-135E Stratotanker","Jet"
"K35R","BOEING","KC-135R Stratotanker","Jet"
"K35R","BOEING","KC-135T Stratotanker","Jet"
"B703","BOEING","KC-137","Jet"
"B762","BOEING","KC-767","Jet"
"KE3","BOEING","KE-3","Jet"
"H500","BOEING","Lifter","Turboprop/Turboshaft"
"H64","BOEING","Longbow Apache","Turboprop/Turboshaft"
"DC10","BOEING","MD-10","Jet"
"MD11","BOEING","MD-11","Jet"
"MD81","BOEING","MD-81","Jet"
"MD82","BOEING","MD-82","Jet"
"MD83","BOEING","MD-83","Jet"
"MD87","BOEING","MD-87","Jet"
"MD88","BOEING","MD-88","Jet"
"MD90","BOEING","MD-90","Jet"
"H500","BOEING","MD-500","Turboprop/Turboshaft"
"H500","BOEING","MD-500 Defender","Turboprop/Turboshaft"
"H500","BOEING","MD-500 Nightfox","Turboprop/Turboshaft"
"MD52","BOEING","MD-520N","Turboprop/Turboshaft"
"H500","BOEING","MD-530F Lifter","Turboprop/Turboshaft"
"H500","BOEING","MD-530MG Defender","Turboprop/Turboshaft"
"H500","BOEING","MD-530MG Nightfox","Turboprop/Turboshaft"
"MD60","BOEING","MD-600N","Turboprop/Turboshaft"
"EXPL","BOEING","MD-902 Explorer","Turboprop/Turboshaft"
"E6","BOEING","Mercury","Jet"
"H47","BOEING","MH-47 Chinook","Turboprop/Turboshaft"
"ST75","BOEING","N2S Kaydet","Piston"
"H500","BOEING","Nightfox","Turboprop/Turboshaft"
"ST75","BOEING","PT-13 Kaydet","Piston"
"ST75","BOEING","PT-17 Kaydet","Piston"
"ST75","BOEING","PT-18 Kaydet","Piston"
"ST75","BOEING","PT-27 Kaydet","Piston"
"F15","BOEING","Ra'am","Jet"
"R135","BOEING","RC-135","Jet"
"E3CF","BOEING","Sentry (CFM56)","Jet"
"E3TF","BOEING","Sentry (TF33)","Jet"
"C17","BOEING","CC-177 Globemaster 3","Jet"
"P8","BOEING","P-8 Poseidon","Jet"
"P8","BOEING","Poseidon","Jet"
"F15","BOEING","F-15 Slam Eagle","Jet"
"F15","BOEING","Slam Eagle","Jet"
"P8","BOEING","737-800 Poseidon","Jet"
"H47","BOEING","JCH-47 Chinook","Turboprop/Turboshaft"
"B748","BOEING","747-8","Jet"
"E737","BOEING","737-700 AEWC","Jet"
"H64","BOEING","AH-64 Saraf","Turboprop/Turboshaft"
"H64","BOEING","Saraf","Turboprop/Turboshaft"
"F18S","BOEING","Growler","Jet"
"F18S","BOEING","EA-18 Growler","Jet"
"B78X","BOEING","Dreamliner (Srs.10)","Jet"
"B778","BOEING","777-8","Jet"
"B779","BOEING","777-9","Jet"
"F18S","BOEING","Super Hornet","Jet"
"F18S","BOEING","FA-18E Super Hornet","Jet"
"F18S","BOEING","FA-18F Super Hornet","Jet"
"F18S","BOEING","NEA-18 Growler","Jet"
"B748","BOEING","747-8 BBJ","Jet"
"B748","BOEING","BBJ (747-8)","Jet"
"B77L","BOEING","777-200LR BBJ","Jet"
"B77L","BOEING","BBJ (777-200LR)","Jet"
"B77W","BOEING","777-300ER BBJ","Jet"
"B77W","BOEING","BBJ (777-300ER)","Jet"
"B788","BOEING","787-8 BBJ","Jet"
"B788","BOEING","BBJ (787-8)","Jet"
"B789","BOEING","787-9 BBJ","Jet"
"B789","BOEING","BBJ (787-9)","Jet"
"B37M","BOEING","737 MAX 7","Jet"
"B37M","BOEING","737 MAX 7 BBJ","Jet"
"B38M","BOEING","737 MAX 8","Jet"
"B38M","BOEING","737 MAX 8 BBJ","Jet"
"B39M","BOEING","737 MAX 9","Jet"
"B39M","BOEING","737 MAX 9 BBJ","Jet"
"B38M","BOEING","737 MAX 8200","Jet"
"B38M","BOEING","737-8200","Jet"
"E737","BOEING","AEWC","Jet"
"R135","BOEING","RC-135 Airseeker","Jet"
"C135","BOEING","WC-135W","Jet"
"R135","BOEING","Airseeker","Jet"
"W135","BOEING","WC-135R","Jet"
"B737","BOEING","BBJ (737-700)","Jet"
"B37M","BOEING","BBJ (737 MAX 7)","Jet"
"B38M","BOEING","BBJ (737 MAX 8)","Jet"
"B39M","BOEING","BBJ (737 MAX 9)","Jet"
"YL15","BOEING","451 Scout","Piston"
"YL15","BOEING","YL-15 Scout","Piston"
"YL15","BOEING","Scout","Piston"
"B37M","BOEING","737-7","Jet"
"B38M","BOEING","737-8","Jet"
"B39M","BOEING","737-9","Jet"
"B3XM","BOEING","737-10","Jet"
"B3XM","BOEING","737 MAX 10","Jet"
"BT7","BOEING","T-7 Red Hawk","Jet"
"BT7","BOEING","Red Hawk","Jet"
"BT7","BOEING","BTX-1","Jet"
"B744","BOEING","747-400","Jet"
"B762","BOEING","KC-46 Pegasus","Jet"
"B762","BOEING","Pegasus","Jet"
"BO40","BOEING","40","Piston"
"Q25","BOEING","MQ-25 Stingray","Jet"
"Q25","BOEING","Stingray","Jet"
"CAT","BOEING CANADA","Canso","Piston"
"CAT","BOEING CANADA","Catalina","Piston"
"CAT","BOEING CANADA","PBY Catalina","Piston"
"H46","BOEING VERTOL","107","Turboprop/Turboshaft"
"H47","BOEING VERTOL","114","Turboprop/Turboshaft"
"H47","BOEING VERTOL","234","Turboprop/Turboshaft"
"H47","BOEING VERTOL","414","Turboprop/Turboshaft"
"H46","BOEING VERTOL","CH-46 Sea Knight","Turboprop/Turboshaft"
"H47","BOEING VERTOL","CH-47 Chinook","Turboprop/Turboshaft"
"H46","BOEING VERTOL","CH-113 Labrador","Turboprop/Turboshaft"
"H47","BOEING VERTOL","Chinook","Turboprop/Turboshaft"
"H46","BOEING VERTOL","HH-46 Sea Knight","Turboprop/Turboshaft"
"H46","BOEING VERTOL","Hkp4","Turboprop/Turboshaft"
"H47","BOEING VERTOL","JCH-47 Chinook","Turboprop/Turboshaft"
"H46","BOEING VERTOL","Labrador","Turboprop/Turboshaft"
"H47","BOEING VERTOL","MH-47 Chinook","Turboprop/Turboshaft"
"H46","BOEING VERTOL","Sea Knight","Turboprop/Turboshaft"
"H46","BOEING VERTOL","UH-46 Sea Knight","Turboprop/Turboshaft"
"A139","BOEING-LEONARDO","MH-139 Grey Wolf","Turboprop/Turboshaft"
"A139","BOEING-LEONARDO","Grey Wolf","Turboprop/Turboshaft"
"MJ7","BOEVE","P-51 Mustang","Piston"
"MJ7","BOEVE","Mustang","Piston"
"B60","BOISAVIA","B-60 Mercurey","Piston"
"B60","BOISAVIA","B-601 Mercurey","Piston"
"B60","BOISAVIA","B-602 Mercurey","Piston"
"B60","BOISAVIA","B-603 Mercurey","Piston"
"B60","BOISAVIA","B-604 Mercurey","Piston"
"B60","BOISAVIA","B-605 Mercurey","Piston"
"B60","BOISAVIA","B-606 Mercurey","Piston"
"B60","BOISAVIA","Mercurey","Piston"
"B105","BOLKOW","BO-105","Turboprop/Turboshaft"
"JUNR","BOLKOW","BO-208 Junior","Piston"
"B209","BOLKOW","BO-209 Monsun","Piston"
"KL07","BOLKOW","F-207","Piston"
"JUNR","BOLKOW","Junior","Piston"
"KL07","BOLKOW","Kl-107","Piston"
"B209","BOLKOW","Monsun","Piston"
"KL07","BOLKOW","BO-207","Piston"
"CL60","BOMBARDIER","CL-600 Challenger 650","Jet"
"CL60","BOMBARDIER","Challenger 650","Jet"
"CL35","BOMBARDIER","BD-100 Challenger 350","Jet"
"CL35","BOMBARDIER","Challenger 350","Jet"
"GLEX","BOMBARDIER","E-11","Jet"
"GL7T","BOMBARDIER","BD-700 Global 7000","Jet"
"GL7T","BOMBARDIER","Global 7000","Jet"
"BCS1","BOMBARDIER","BD-500 CSeries CS100","Jet"
"BCS3","BOMBARDIER","BD-500 CSeries CS300","Jet"
"GLEX","BOMBARDIER","BD-700 Sentinel","Jet"
"GL5T","BOMBARDIER","BD-700 Global 5500","Jet"
"GLEX","BOMBARDIER","BD-700 Global 6500","Jet"
"GL7T","BOMBARDIER","BD-700 Global 7500","Jet"
"GL5T","BOMBARDIER","Global 5500","Jet"
"GLEX","BOMBARDIER","Global 6500","Jet"
"GL7T","BOMBARDIER","Global 7500","Jet"
"BCS1","BOMBARDIER","CSeries CS100","Jet"
"BCS3","BOMBARDIER","CSeries CS300","Jet"
"BCS1","BOMBARDIER","CS100","Jet"
"BCS3","BOMBARDIER","CS300","Jet"
"CRJ7","BOMBARDIER","CL-600  Regional Jet CRJ-550","Jet"
"CRJ7","BOMBARDIER","Regional Jet CRJ-550","Jet"
"GLEX","BOMBARDIER","BD-700  Global 6000","Jet"
"GLEX","BOMBARDIER","Global 6000","Jet"
"CL30","BOMBARDIER","BD-100 Challenger 300","Jet"
"GL5T","BOMBARDIER","BD-700 Global 5000","Jet"
"GLEX","BOMBARDIER","BD-700 Global Express","Jet"
"CL30","BOMBARDIER","Challenger 300","Jet"
"GL5T","BOMBARDIER","Global 5000","Jet"
"GLEX","BOMBARDIER","Global Express","Jet"
"GLEX","BOMBARDIER","Sentinel","Jet"
"CRJX","BOMBARDIER","Regional Jet CRJ-1000","Jet"
"CRJX","BOMBARDIER","CL-600 Regional Jet  CRJ-1000","Jet"
"XB1","BOOM","XB-1","Jet"
"BISC","BOT AIRCRAFT","SC-07 Speed Cruiser","Piston"
"BISC","BOT AIRCRAFT","Speed Cruiser","Piston"
"KITH","BOURDON","Kitty Hawk","Piston"
"FB1A","BOWERS","Fly Baby 1A","Piston"
"FB1B","BOWERS","Fly Baby 1B","Piston"
"BBAT","BRADLEY","Aerobat","Piston"
"BBAT","BRADLEY","BA-100 Aerobat","Piston"
"BX2","BRANDLI","BX-2 Cherry","Piston"
"BX2","BRANDLI","Cherry","Piston"
"B305","BRANTLY","305","Piston"
"BRB2","BRANTLY","B-2","Piston"
"BRB2","BRANTLY-HYNES","B-2","Piston"
"HB3","BRDITSCHKA","HB-3","Piston"
"HB21","BRDITSCHKA","HB-21 Hobbylifter","Piston"
"HB21","BRDITSCHKA","HB-21 Hobbyliner","Piston"
"HB23","BRDITSCHKA","HB-23 Hobbyliner","Piston"
"HB23","BRDITSCHKA","HB-23 Scanliner","Piston"
"HB21","BRDITSCHKA","Hobbylifter","Piston"
"HB21","BRDITSCHKA","Hobbyliner (HB-21)","Piston"
"HB23","BRDITSCHKA","Hobbyliner (HB-23)","Piston"
"HB23","BRDITSCHKA","Scanliner","Piston"
"H269","BREDANARDI","NH-300","Piston"
"H500","BREDANARDI","NH-500","Turboprop/Turboshaft"
"BREZ","BREEZER","Breezer","Piston"
"BR14","BREGUET","14 Replica","Piston"
"ALIZ","BREGUET","1050 Alizé","Turboprop/Turboshaft"
"ATLA","BREGUET","1150 Atlantic","Turboprop/Turboshaft"
"ALIZ","BREGUET","Alizé","Turboprop/Turboshaft"
"ATLA","BREGUET","Atlantic","Turboprop/Turboshaft"
"TIPB","BRIAN ALLEN","Tipsy B","Piston"
"TIPB","BRIAN ALLEN","Tipsy Trainer","Piston"
"BLEN","BRISTOL","149 Blenheim","Piston"
"BLEN","BRISTOL","149 Bolingbroke","Piston"
"SYCA","BRISTOL","171 Sycamore","Piston"
"BLEN","BRISTOL","Blenheim","Piston"
"BLEN","BRISTOL","Bolingbroke","Piston"
"BFIT","BRISTOL","F-2B Fighter","Piston"
"BFIT","BRISTOL","F-2B Fighter Replica","Piston"
"BFIT","BRISTOL","Fighter","Piston"
"BFIT","BRISTOL","Fighter Replica","Piston"
"SYCA","BRISTOL","Sycamore","Piston"
"ATP","BRITISH AEROSPACE","ATP","Turboprop/Turboshaft"
"BA11","BRITISH AEROSPACE","BAC-111 One-Eleven","Jet"
"H25B","BRITISH AEROSPACE","BAe-125-700","Jet"
"H25B","BRITISH AEROSPACE","BAe-125-800","Jet"
"H25C","BRITISH AEROSPACE","BAe-125-1000","Jet"
"B461","BRITISH AEROSPACE","BAe-146-100","Jet"
"B461","BRITISH AEROSPACE","BAe-146-100 Statesman","Jet"
"B462","BRITISH AEROSPACE","BAe-146-200","Jet"
"B462","BRITISH AEROSPACE","BAe-146-200 Quiet Trader","Jet"
"B462","BRITISH AEROSPACE","BAe-146-200 Statesman","Jet"
"B463","BRITISH AEROSPACE","BAe-146-300","Jet"
"A748","BRITISH AEROSPACE","BAe-748","Turboprop/Turboshaft"
"JS31","BRITISH AEROSPACE","BAe-3100 Jetstream 31","Turboprop/Turboshaft"
"JS32","BRITISH AEROSPACE","BAe-3200 Jetstream Super 31","Turboprop/Turboshaft"
"JS41","BRITISH AEROSPACE","BAe-4100 Jetstream 41","Turboprop/Turboshaft"
"BDOG","BRITISH AEROSPACE","Bulldog","Piston"
"H25B","BRITISH AEROSPACE","C-29","Jet"
"EUFI","BRITISH AEROSPACE","Eurofighter 2000","Jet"
"HAWK","BRITISH AEROSPACE","Goshawk","Jet"
"HAR","BRITISH AEROSPACE","Harrier","Jet"
"HAWK","BRITISH AEROSPACE","Hawk","Jet"
"JS31","BRITISH AEROSPACE","Jetstream 31","Turboprop/Turboshaft"
"JS41","BRITISH AEROSPACE","Jetstream 41","Turboprop/Turboshaft"
"JS32","BRITISH AEROSPACE","Jetstream Super 31","Turboprop/Turboshaft"
"BA11","BRITISH AEROSPACE","One-Eleven","Jet"
"B462","BRITISH AEROSPACE","Quiet Trader","Jet"
"RJ70","BRITISH AEROSPACE","RJ-70","Jet"
"RJ85","BRITISH AEROSPACE","RJ-85","Jet"
"RJ1H","BRITISH AEROSPACE","RJ-100","Jet"
"BDOG","BRITISH AEROSPACE","SA-3 Bulldog","Piston"
"HAR","BRITISH AEROSPACE","Sea Harrier","Jet"
"B461","BRITISH AEROSPACE","Statesman (100)","Jet"
"B462","BRITISH AEROSPACE","Statesman (200)","Jet"
"HAWK","BRITISH AEROSPACE","T-45 Goshawk","Jet"
"TOR","BRITISH AEROSPACE","Tornado","Jet"
"EUFI","BRITISH AEROSPACE","Typhoon","Jet"
"H25B","BRITISH AEROSPACE","U-125","Jet"
"STRK","BRITISH AEROSPACE","BAC-167 Strikemaster","Jet"
"STRK","BRITISH AEROSPACE","Strikemaster","Jet"
"BN2P","BRITTEN-NORMAN","BN-2 Islander","Piston"
"BN2P","BRITTEN-NORMAN","BN-2A Defender","Piston"
"BN2P","BRITTEN-NORMAN","BN-2A Islander","Piston"
"BN2P","BRITTEN-NORMAN","BN-2A Maritime Defender","Piston"
"TRIS","BRITTEN-NORMAN","BN-2A Mk3 Trislander","Piston"
"BN2P","BRITTEN-NORMAN","BN-2B Islander","Piston"
"BN2T","BRITTEN-NORMAN","BN-2T Defender 4000","Turboprop/Turboshaft"
"BN2T","BRITTEN-NORMAN","BN-2T Turbine Islander","Turboprop/Turboshaft"
"BN2P","BRITTEN-NORMAN","Defender","Piston"
"BN2T","BRITTEN-NORMAN","Defender 4000","Turboprop/Turboshaft"
"BN2P","BRITTEN-NORMAN","Islander","Piston"
"BN2P","BRITTEN-NORMAN","Maritime Defender","Piston"
"TRIS","BRITTEN-NORMAN","Trislander","Piston"
"BN2T","BRITTEN-NORMAN","Turbine Islander","Turboprop/Turboshaft"
"BN2P","BRITTEN-NORMAN","BN-2B Defender","Piston"
"BN2T","BRITTEN-NORMAN","BN-2T Turbine Defender","Turboprop/Turboshaft"
"BN2T","BRITTEN-NORMAN","Turbine Defender","Turboprop/Turboshaft"
"NG4","BRM AERO","NG-4","Piston"
"NG5","BRM AERO","Bristell NG-5","Piston"
"NG5","BRM AERO","Bristell LSA","Piston"
"NG5","BRM AERO","Bristell E-LSA","Piston"
"NG5","BRM AERO","Bristell S-LSA","Piston"
"NG5","BRM AERO","Bristell TDO","Piston"
"NG5","BRM AERO","Bristell UL","Piston"
"NG5","BRM AERO","Bristell HD","Piston"
"NG5","BRM AERO","Bristell RG","Piston"
"NG5","BRM AERO","Bristell XL8","Piston"
"BR23","BRM AERO","Bristell B23","Piston"
"B23E","BRM AERO","Bristell B23 Energic","Electric"
"BR8","BRM AERO","Bristell B8","Piston"
"BULT","BROKAW","BJ-520 Bullet","Piston"
"BULT","BROKAW","Bullet","Piston"
"OPCA","BROOKLANDS","OA-7 Optica Scout","Piston"
"OPCA","BROOKLANDS","Optica Scout","Piston"
"BR60","BRUMBY","Brumby","Piston"
"BR60","BRUMBY","600","Piston"
"BR61","BRUMBY","610 Evolution","Piston"
"BR61","BRUMBY","Evolution","Piston"
"OZZI","BUCHANAN","BAC-204 Ozzie Mozzie","Piston"
"OZZI","BUCHANAN","Ozzie Mozzie","Piston"
"BU81","BUCKER","Bestmann","Piston"
"BU31","BUCKER","Bü-131 Jungmann","Piston"
"BU33","BUCKER","Bü-133 Jungmeister","Piston"
"BU81","BUCKER","Bü-181 Bestmann","Piston"
"BU31","BUCKER","Jungmann","Piston"
"BU33","BUCKER","Jungmeister","Piston"
"BU31","BUCKER PRADO","Bü-131 Jungmann","Piston"
"BU33","BUCKER PRADO","Bü-133 Jungmeister","Piston"
"BU31","BUCKER PRADO","Jungmann","Piston"
"BU33","BUCKER PRADO","Jungmeister","Piston"
"BN2P","BUCURESTI","BN-2B Islander","Piston"
"BN2T","BUCURESTI","BN-2T Turbine Islander","Turboprop/Turboshaft"
"IR27","BUCURESTI","Dacic","Piston"
"IR27","BUCURESTI","IAR-827 Dacic","Piston"
"BN2P","BUCURESTI","Islander","Piston"
"BA11","BUCURESTI","One-Eleven","Jet"
"BA11","BUCURESTI","Rombac 1-11 One-Eleven","Jet"
"BN2T","BUCURESTI","Turbine Islander","Turboprop/Turboshaft"
"BARC","BUETHE","Barracuda","Piston"
"BCA3","BUHL","CA-3 Sport Airsedan","Piston"
"BCA3","BUHL","Sport Airsedan","Piston"
"ZULU","BUL","Zùlù","Piston"
"MUS2","BUSHBY","M-2 Mustang 2","Piston"
"MIMU","BUSHBY","Midget Mustang","Piston"
"MIMU","BUSHBY","MM-1 Midget Mustang","Piston"
"MUS2","BUSHBY","Mustang 2","Piston"
"GOBU","BUTTERFLY","Golden Butterfly","Piston"
"SSC","BUTTERFLY","Super Sky Cycle","Piston"
"EF2","BYE AEROSPACE","eFlyer 2","Electric"
"ONE","C2P","One","Piston"
"CP10","CAARP","CAP-10","Piston"
"CP20","CAARP","CAP-20","Piston"
"CP13","CAARP","CP-1310 Super Emeraude","Piston"
"CP13","CAARP","Super Emeraude","Piston"
"GY20","CAB","GY-20 Minicab","Piston"
"GY30","CAB","GY-30 Supercab","Piston"
"GY20","CAB","Minicab","Piston"
"GY30","CAB","Supercab","Piston"
"FU24","CABLE-PRICE","Fletcher FU-24","Piston"
"FREE","CABRINHA","Free Spirit","Piston"
"FREE","CABRINHA","RC-412 Free Spirit","Piston"
"CHAN","CADCOR","Chanute","Piston"
"TOXO","CAG (1)","Toxo","Piston"
"CRUZ","CAG (2)","PS-28 Cruiser","Piston"
"CRUZ","CAG (2)","Cruiser","Piston"
"CRUZ","CAG (2)","SportCruiser","Piston"
"AG60","CAIGA","AG-600 Kunlong","Turboprop/Turboshaft"
"AG60","CAIGA","Kunlong","Turboprop/Turboshaft"
"AG10","CAIGA","AG-100","Piston"
"CLA","CALLAIR","A-2","Piston"
"CLA","CALLAIR","A-3","Piston"
"CLA","CALLAIR","A-4","Piston"
"S1","CALLAIR","S-1","Piston"
"SNAD","CALUMET","636 Snobird Adventurer","Piston"
"SNAD","CALUMET","Snobird Adventurer","Piston"
"TNAV","CAMAIR","480 Twin Navion","Piston"
"TNAV","CAMAIR","Twin Navion","Piston"
"GR51","CAMERON","Grand 51","Turboprop/Turboshaft"
"GR51","CAMERON","P-51G Grand 51","Turboprop/Turboshaft"
"CAN4","CAMPANA","AN-4","Piston"
"GRIF","CANADA AIR RV","Griffin","Piston"
"CAT","CANADAIR","A-10 Catalina","Piston"
"CL60","CANADAIR","C-143 Challenger 604","Jet"
"CAT","CANADAIR","Catalina","Piston"
"CVLT","CANADAIR","CC-109 Cosmopolitan","Turboprop/Turboshaft"
"CL60","CANADAIR","CC-144 Challenger 600","Jet"
"CL60","CANADAIR","CC-144B Challenger 601","Jet"
"CL60","CANADAIR","CE-144A Challenger 600","Jet"
"F5","CANADAIR","CF-5","Jet"
"F104","CANADAIR","CF-104 Starfighter","Jet"
"F5","CANADAIR","CF-116","Jet"
"CL60","CANADAIR","Challenger 600","Jet"
"CL60","CANADAIR","Challenger 601","Jet"
"CL60","CANADAIR","Challenger 604","Jet"
"CL60","CANADAIR","Challenger 605","Jet"
"CRJ2","CANADAIR","Challenger 800","Jet"
"CRJ2","CANADAIR","Challenger 850","Jet"
"CRJ7","CANADAIR","Challenger 870","Jet"
"CRJ9","CANADAIR","Challenger 890","Jet"
"CAT","CANADAIR","CL-1 Catalina","Piston"
"F86","CANADAIR","CL-13 Sabre","Jet"
"T33","CANADAIR","CL-30 Silver Star","Jet"
"CL41","CANADAIR","CL-41 Tutor","Jet"
"CL4G","CANADAIR","CL-44-O Guppy","Turboprop/Turboshaft"
"CVLT","CANADAIR","CL-66","Turboprop/Turboshaft"
"F104","CANADAIR","CL-90 Starfighter","Jet"
"F104","CANADAIR","CL-201 Starfighter","Jet"
"CL2P","CANADAIR","CL-215","Piston"
"CL2T","CANADAIR","CL-215T","Turboprop/Turboshaft"
"F5","CANADAIR","CL-219","Jet"
"F5","CANADAIR","CL-226","Jet"
"CL2T","CANADAIR","CL-415","Turboprop/Turboshaft"
"CL2T","CANADAIR","CL-415 SuperScooper","Turboprop/Turboshaft"
"CL60","CANADAIR","CL-600 Challenger 600","Jet"
"CL60","CANADAIR","CL-600 Challenger 601","Jet"
"CL60","CANADAIR","CL-600 Challenger 604","Jet"
"CL60","CANADAIR","CL-600 Challenger 605","Jet"
"CRJ2","CANADAIR","CL-600 Challenger 800","Jet"
"CRJ2","CANADAIR","CL-600 Challenger 850","Jet"
"CRJ7","CANADAIR","CL-600 Challenger 870","Jet"
